N,set_cardinality,add_ds_card,mult_ds_card,count
46,15,55,92,548690
46,15,55,93,648187
46,15,55,94,799327
46,15,55,95,1310562
46,15,55,96,1725350
46,15,55,97,2494488
46,15,55,98,3233585
46,15,55,99,4512423
46,15,55,100,5915765
46,15,55,101,7622998
46,15,55,102,10251291
46,15,55,103,15110012
46,15,55,104,18229892
46,15,55,105,25735711
46,15,55,106,28964216
46,15,55,107,41890390
46,15,55,108,54617529
46,15,55,109,67751027
46,15,55,110,92139943
46,15,55,111,100867393
46,15,55,112,135006027
46,15,55,113,179977363
46,15,55,114,204128928
46,15,55,115,218817710
46,15,55,116,295918993
46,15,55,117,288737224
46,15,55,118,274290018
46,15,55,119,238088564
46,15,55,120,75112282
46,15,56,62,2
46,15,56,63,8
46,15,56,64,4
46,15,56,65,10
46,15,56,66,10
46,15,56,67,12
46,15,56,68,10
46,15,56,69,9
46,15,56,70,17
46,15,56,71,46
46,15,56,72,152
46,15,56,73,310
46,15,56,74,505
46,15,56,75,743
46,15,56,76,1439
46,15,56,77,1409
46,15,56,78,2328
46,15,56,79,3722
46,15,56,80,5687
46,15,56,81,9015
46,15,56,82,13241
46,15,56,83,23362
46,15,56,84,37284
46,15,56,85,42104
46,15,56,86,76002
46,15,56,87,89373
46,15,56,88,138626
46,15,56,89,228196
46,15,56,90,285978
46,15,56,91,420104
46,15,56,92,705708
46,15,56,93,833252
46,15,56,94,1043466
46,15,56,95,1710741
46,15,56,96,2270112
46,15,56,97,3292315
46,15,56,98,4282228
46,15,56,99,6039588
46,15,56,100,7872776
46,15,56,101,10213825
46,15,56,102,13856929
46,15,56,103,20479624
46,15,56,104,24827853
46,15,56,105,35272125
46,15,56,106,39617123
46,15,56,107,57554878
46,15,56,108,75387421
46,15,56,109,94460428
46,15,56,110,128392253
46,15,56,111,140274644
46,15,56,112,188949822
46,15,56,113,253174285
46,15,56,114,288291652
46,15,56,115,308279156
46,15,56,116,418528968
46,15,56,117,410819182
46,15,56,118,389063747
46,15,56,119,338732368
46,15,56,120,106689148
46,15,57,61,1
46,15,57,62,2
